certNumber,streetName,streetNumber,sector,yearBuilt,heightRegime,apartmentCount,area,yearExpertise,expertName,observations,category
1302.,Strada SFANTUL CONSTANTIN,30C,1,1925,S+P+1E+Ma,0,0,1993,Eugeniu IORDACHESCU,,U3
1303.,Strada SFANTUL ELEFTERIE,8,5,1900,S+P+1E,0,0,1993,Niculaie TUDOSE,,U1
1304.,Strada SFANTUL ELEFTERIE,12,5,1932,S+P+1E+Ma,0,0,1993,Emilian TITARU,,U1
1305.,Strada SFANTUL ELEFTERIE,39C,5,1933; 1935,S+P+1E,0,0,1993,Radu DIAMANDOPOL,,U1
1306.,Strada SFANTUL NICETA,5,2,1916,S+P+1E,2,0,1993,Constantin DALBAN,,U1
1307.,Strada SFANTUL SPIRIDON,2,2,1927,S+P+3E+Ma,0,0,1993,Mircea NEICU,,U2
1308.,Strada SFANTUL SPIRIDON,8,2,1930,S+Ds+P+2E+Ma,0,0,1995,Adina SIMION,,U3
1309.,Strada SFANTUL SPIRIDON,12,2,1970,S+P+8E,0,0,1993,Adina SIMION,,U3
1310.,Strada SFANTUL STEFAN,14,2,1932,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,U1
1311.,Strada SFANTUL STEFAN,19,2,1925,DS+P+1E+Ma; S+P,4,760,1993,Mihai NAVODARIU,,U3
1312.,Strada SFINTII APOSTOLI,1,4,1898,S+P+3E; S+P+1E,0,0,1993,Dan STANCIULESCU,,U1. U2
1313.,Strada SFINTII VOIEVOZI,17,1,1928,S+P+3E,0,0,1995,Octavian MANOIU,,U2
1314.,Strada SFINTILOR,3,2,1928,S+P+4E,0,0,1993,Radu PETROVICI,,U2
1315.,Strada SFINTILOR,8,2,1935,S+P+5E,0,0,1993,Radu PETROVICI,,U2
1316.,Strada SFINTILOR,9,2,1910,S+P+3E+Ma,0,0,1993,Ion VARSA,,U2
1317.,Strada SFINTILOR,10,2,1938,S+P+6E,0,0,1993,Radu PETROVICI,,U2
1318.,Strada SFINTILOR (corp C),11,2,1920,P,0,30,1993,Florin VASILIU,,Imobil propus pentru demolare
1319.,Strada SIBIU,41,6,1974,S+P+10E,0,6.816,1995,Cristian BALAN,,U3
1320.,Aleea SILISTEA,1,2,1968,S+P+4E,0,0,1994,Mircea NEICU,,U3
1321.,Aleea SILISTEA,4,2,1968,S+P+4E,0,0,1993,Adina SIMION,,U2
1322.,Strada SILVESTRU,2,2,1934,S+P+3E,0,706,1994,Eugen ANTONESCU,,U3
1323.,Strada SILVESTRU,9,2,1934,S+P+4E,0,0,1993,Cristian BALAN,,U1
1324.,Strada SILVESTRU,16,2,1910,S+P+1E,0,0,1993,Adina SIMION,,U3
1325.,Strada SILVESTRU,18,2,1939,S+P+3E+Ma,0,0,1993,Dan STANCIULESCU,,U2
1326.,Strada SILVESTRU,20,2,1925,S+P+2E,0,0,1993,Cristian BALAN,,U3
1327.,Strada SILVESTRU,27 - 29,2,1925; 1938,S+P+1E+Ma; S+P+2E,0,0,1993,Radu PETROVICI,,U3
1328.,Strada SILVESTRU,30,2,1936,S+P+3E,0,0,1994,Mircea NEICU,,U3
1329.,Strada SILVESTRU,67,2,1890,S+P+1E,0,0,1993,Adina SIMION,,U3
1330.,Aleea SINAIA,5,2,1974,S+P+8E,0,0,1993,Dragoş BADEA,,U2
1331.,Aleea SINAIA,8,2,1974,S+P+8E,0,0,1993,Gabriel NICULESCU,,U2
1332.,Aleea SINAIA,74,2,1976,S+P+10E,44,0,1993,Nicolae CONSTANTINESCU,,U2
1333.,Strada SLANIC,6,3,1900,S+P+2E+Pod,0,0,1993,Armand NEFIAN,,U2
1334.,Strada SLANIC,8,3,1850,S+P+1E+Ma,0,0,1993,Dan POPESCU,,U2
1335.,Strada SLANIC,12,3,1926,S+P+3E,0,1.438,1994,Dan CAPATINA,,U2
1336.,Strada SLANIC,14 - 18,3,1971,S+P+9E,0,0,1994,Paul VERNESCU,,U2
1337.,Strada SLANIC,20 - 22,3,1950,S+P+8E,0,0,1993,Mircea NEICU,,U1
1338.,Strada SLANIC,24,3,1900,S+P+1E,0,0,1993,Mircea NEICU,,U3
1339.,Strada SLANIC,26,3,1900,S+P,0,0,1993,Armand NEFIAN,,U1
1340.,Strada SLAVESTI,12,1,1934,S+P+1E+Ma,0,250,1995,Anatolie CAZACLIU,,U3
1341.,Strada SMÂRDAN,5,3,1910,S+P+5E,0,1.716,1993,Radu PETROVICI,,U2
1342.,Strada SMÂRDAN,13,3,1920,S+P+3E,0,0,1993,Mircea PERJESCU,,U1
1343.,Strada SMÂRDAN,15,3,1906,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,,U1
1344.,Strada SMÂRDAN,16,3,1956,S+P+3E+Ma,0,0,1994,Mircea NEICU,,U3
1345.,Strada SMÂRDAN,17,3,1910,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,,U1
1346.,Strada SMÂRDAN,19,3,1900,S+P+2E,0,0,1993,Radu PETROVICI,,U1
1347.,Strada SMÂRDAN,20,3,1900,S+P+3E+Ma,0,0,1993,Mihai URSACHESCU,,U1
1348.,Strada SMÂRDAN,21,3,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1349.,Strada SMÂRDAN,23 - 25,3,1905,S+P+3E,0,0,1993,Mihai URSACHESCU,,U1
1350.,Strada SMÂRDAN,27,3,1906,S+P+3E,0,0,1993,Mihai URSACHESCU,,U1
1351.,Strada SMÂRDAN,28,3,1900,S+P+1E,0,0,1993,Mihai URSACHESCU,,U1
1352.,Strada SMÂRDAN,29,3,1890,S+P+2E,0,0,1993,Radu PETROVICI,,U2
1353.,Strada SMÂRDAN,31,3,1890,S+P+1E,0,0,1993,Mihai URSACHESCU,,U1
1354.,Strada SMÂRDAN,33,3,1890,S+P+1E,0,0,1993,Mihai URSACHESCU,,U1
1355.,Strada SMÂRDAN,37,3,1900,S+P+3E,0,0,1993,Mircea NEICU,,U1
1356.,Strada SMÂRDAN,41,3,1884,S+P+1E+Ma,0,0,1993,Mihai URSACHESCU,,U1
1357.,Strada SMÂRDAN,43,3,1905,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1358.,Strada SOMESULUI,8,1,1931,S+P,0,0,1993,Dan ANASTASIU,,U3
1359.,Strada SPATARULUI,6 - 6A,2,1925,S+P+4E+Ma,22,3.353,1993,Mircea NEICU,,U2
1360.,Strada SPATARULUI,8,2,1890,S+P+1E+Ma,0,0,1993,Valentin GEORGESCU,,U3
1361.,Strada SPATARULUI,17bis,2,1939,2S+P+6E,7,1.020,1994,Helmuth KOBER,,U3
1362.,Strada SPATARULUI,27,2,1880,S+P+1E+Ma; S+P,0,0,1993,Valentin GEORGRESCU,,U3
1363.,Strada SPATARULUI,29,2,1937,S+P+3E,0,0,1994,Mircea NEICU,,U2
1364.,Strada SPATARULUI,32,2,1932,S+P+4E,0,0,1993,Adina SIMION,,U2
1365.,Strada SPATARULUI,37,2,1928,S+P+2E,0,0,1993,Niculaie TUDOSE,,U1
1366.,Strada SPATARULUI,44,2,1910,S+P+1E+Ma,0,0,1993,Anatolie CAZACLIU,,U3
1367.,Strada SPERANTEI,3,2,1930,S+P+2E+Ma,0,0,1993,Liliana BALTATEANU,,U2
1368.,Strada SPERANTEI,5,2,1938,S+Ds+P+3E,0,9.815,1995,Marin TEODOR,,U2
1369.,Strada STANISLAV CIHOVSCHI,7,1,1934,S+Ds+Mz+2E,0,0,1995,Adina SIMION,,U3
1370.,Strada STAVROPOLEOS,3,3,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1371.,Strada STELEA SPATARU,6,3,1890,S+P,0,0,1993,Dan POPESCU,,U3
1372.,Strada STELEA SPATARU,7,3,1936,S+P+1E+Ma,0,0,1993,Dan POPESCU,,U1
1373.,Strada STELEA SPATARU,14,3,1940,S+P+1E,0,0,1993,Mihai PERJESCU,,U1
1374.,Strada STELEA SPATARU,10,3,1936,S+P+2E+Ma,0,129.344,1994,Iorgu NICULA,,U3
1375.,Strada STELEA SPATARU,10A,3,1890,S+P+1E,0,0,1993,Nicola GOSPODINOV,,U2
1376.,Strada STELEA SPATARU,11,3,1879,S+P+1E,0,0,1993,Dan POPESCU,,U3
1377.,Strada STELEA SPATARU,20,3,1880,S+P+1E,0,0,1993,Mihai PERJESCU,,U1
1378.,Strada STELEA SPATARU,21,3,1903,S+P,0,0,1993,Vasile BOGDAN,,U3
1379.,Strada STELEA SPATARU,23,3,1903,S+P+2E,0,0,1993,Vasile BOGDAN,,U3
1380.,Strada STOIAN MILITARU,53,4,1936,S+P+1E,0,0,1996,Niculaie TUDOSE,,U1
1381.,Strada STRADUINTEI,4,4,1969,S+P+10E,44,3.540,1995,Dan STANCIULESCU,,U3
1382.,Strada STUPILOR,3,4,1965,S+P+10E,0,3.540,1995,Dan STANCIULESCU,,U3
1383.,Strada SUVENIR,10,2,1929,S+P+2E+Ma,0,0,1993,Liliana BALTATEANU,,U3
1384.,Intrarea ŞTAFETEI,1,3,1933,S+P+2E,0,0,1993,Adina SIMION,,U2
1385.,Strada STEFAN CAPSA,8 - 10,5,1925,S+P+1E,0,0,1993,Niculaie TUDOSE,,U2
1386.,Strada STEFAN CAPSA,24,5,1933,S+P+2E,0,0,1993,Cristian BALAN,,U2
1387.,Soseaua STEFAN CEL MARE,15,2,1968,S+P+8E,0,0,1993,Mircea NEICU,,U2
1388.,Soseaua STEFAN CEL MARE,17,2,1960,S+P+7E,0,0,1993,Dan POPESCU,,U2
1389.,Soseaua STEFAN CEL MARE,23,2,1959,S+P+6E,0,4.200,1993,Silvia CARAMAN,,U2
1390.,Soseaua STEFAN CEL MARE,25,2,1962,S+P+9E,114,8.886,1993,Gheorghe AFANASENCO,,U1
1391.,Soseaua STEFAN CEL MARE,29,2,1962,S+P+9E,0,0,1993,Gabriel NICULESCU,,U2
1392.,Soseaua STEFAN CEL MARE,35,2,1961,S+P+9E,190,13.796,1995,Nicolae TEMELCU,,U3
1393.,Soseaua STEFAN CEL MARE,37,2,1957,S+P+6E,0,0,1993,Mircea NEICU,,U2
1394.,Soseaua STEFAN CEL MARE,40,2,1965,S+P+6E,0,0,1993,Mircea NEICU,,U2
1395.,Strada STEFAN LUCHIAN,7,2,1937,S+P+2E,0,0,1993,Ion LUNGU,,U3
1396.,Strada STEFAN MIHAILEANU,2,2,1920,S+P+1E+Ma,0,0,1993,Dan POPESCU,,U3
1397.,"Strada STEFAN MIHAILEANU
 (corp B)",11,2,1940,S+P+Ma,0,0,1993,Ion VARSA,,U1
1398.,Strada STEFAN MIHAILEANU,20,2,1931,S+P+1E+Ma,0,0,1993,Ion LUNGU,,U2
1399.,Strada STEFAN MIHAILEANU,27,2,1947,S+P+6E,0,0,1993,Ion VARSA,,U3
1400.,Strada STEFAN MIHAILEANU,31,2,1938,S+P+3E,8,1.000,1997,Dan GHIOCEL,,U3
1401.,Strada STEFAN MIHAILEANU,32B,2,1936,S+P+2E+Ma,0,0,1993,Emil COROIU,,U3
1402.,Strada STEFAN PROTOPOPESCU,3,1,1963,S+P+11E,48,4.641,1995,Stelian PICULESCU,,U2
1403.,Strada STEFAN PROTOPOPESCU,7,1,1962,S+P+12E,0,4.676,1995,Dan POPESCU,,U3
1404.,Strada STEFAN PROTOPOPESCU,9,1,1963,S+P+11E,0,4.641,1995,Stelian PICULESCU,,U2
1405.,Strada STEFAN PROTOPOPESCU,11,1,1962,S+P+11E,0,4.676,1995,Dan POPESCU,,U3
1406.,Strada STEFAN STOIKA,38,1,1940; 1900,S+P+2E; S+P,0,0,1993,Dragoş BADEA,,U3
1407.,Strada ŞTIRBEI VODĂ,10,1,1935,S+P+2E,0,0,1996,Nicolae CONSTANTINESCU,,U2
1408.,Strada ŞTIRBEI VODĂ,29A,1,1942,S+P+9E,0,2.453,1995,Mircea NEICU,,U2
1409.,Strada ŞTIRBEI VODĂ,30,1,1900,S+P+2E,0,0,1996,Nicolae CONSTANTINESCU,,U2
1410.,Strada ŞTIRBEI VODĂ,38,1,1930,S+P+3E,0,0,1995,Radu AGENT,,U1
1411.,Strada ŞTIRBEI VODĂ,61,1,1930,S+P+3E,0,0,1994,Emil COROIU,,U1
1412.,Strada ŞTIRBEI VODĂ,68,1,1946,S+P+7E,0,0,1996,Mihai URSACHESCU,,U2
1413.,Strada ŞTIRBEI VODĂ,71,1,1928,S+P+3E+Ma,6,1.142,1993,Aurelian PAVELESCU,,U2
1414.,"Strada TACHE GHEORGHE
 (bloc 14)",13,4,1962,S+P+9E,40,3.544,1995,Marin TEODOR,,U2
1415.,Strada TACHE IONESCU,1,1,1935,S+P+7E,0,2.660,1993,Viorel CONSTANTINESCU,,U2
1416.,Strada TACHE IONESCU,5,1,1935,S+P+5E+Ma,0,2.857,1995,Gabriel NICULESCU,,U3
1417.,Strada TABACARILOR,22,4,1900,S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,U2
1418.,Strada TABACARILOR,24,4,1900,S+P,0,0,1993,Alexandru BRANZEI,,U2
1419.,Strada TABACARILOR,25,4,1930,S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,U2
1420.,Strada TABACARILOR,27,4,1940,S+P,0,0,1993,Alexandru BRANZEI,,U3
1421.,Strada TABACARILOR,30,4,1910,S+P,0,0,1993,Alexandru BRANZEI,,U2
1422.,Strada TABACARILOR,33,4,1920,S+P,0,0,1993,Alexandru BRANZEI,,U2
1423.,Strada TEHERAN,21 - 23,1,1962,S+P+2E,0,0,1993,Mihai NAVODARIU,,U3
1424.,Strada TEIUL DOAMNEI,2,2,1976,S+P+10E,0,0,1993,Mircea NEICU,,U3
1425.,Strada TEIUL DOAMNEI,92,2,1943,S+P+3E,0,0,1994,Mircea NEICU,,U3
1426.,Strada TEIUL DOAMNEI,96,2,1937,S+P+1E; S+P+1E,0,0,1993,Rodica VASILESCU,,U3
1427.,Strada TEIUL DOAMNEI,98,2,1945,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1428.,Strada TEMISANA,7,1,1924,S+P+3E,0,0,1993,Constantin PAUN,,U1
1429.,Strada TEODORESCU G. DEM,20B,3,1941,S+P+4E,0,0,1994,Ioan STOICOVICI,,U1
1430.,Strada THEODOR D. SPERANTIA,14A,3,1938,S+P+3E+Ma,0,0,1993,Dan POPESCU,,U3
1431.,Strada THOMA IONESCU,6,5,1933,S+P+2E+Ma,0,0,1995,Armand NEFIAN,,U1
1432.,Strada THOMA IONESCU,16,5,1933,S+P+1E+Ma; S+P+1E,0,0,1993,Armand NEFIAN,,U2
1433.,Strada TOAMNEI,29,2,1958,S+P+4E+Ma,0,0,1993,Rodica ANGELESCU,,U2
1434.,Strada TOAMNEI,30,2,1928; 1890,S+P+2E; S+P,0,0,1993,Niculaie TUDOSE,,U2
1435.,Strada TOAMNEI,45,2,1920,S+P+2E,0,0,1993,Mircea NEICU,,U2
1436.,Strada TOAMNEI,48A,2,1935,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1437.,Strada TOAMNEI,89,2,1963,S+P+4E,0,0,1995,Grigore ARSENIE,,U3
1438.,Strada TOAMNEI,119,2,1932,S+P+2E,0,0,1993,Niculaie TUDOSE,,U2
1439.,Strada TRAIAN,54,3,1920,S+P+1E,0,0,1993,Dan POPESCU,,U2
1440.,Strada TRAIAN,71,2,0,S+P+1E,0,0,1993,Dan POPESCU,,U2
1441.,Strada TRAIAN,161,2,1940,S+P+4E,0,0,1993,Anastasia NICOLESCU,,U2
1442.,Strada TRAIAN,181,2,1928,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,U2
1443.,Strada TRAIAN,183,2,1926,S+P+2E+Ma,0,0,1993,Ion LUNGU,,U2
1444.,Strada TRAIAN,187,2,1938,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,U2
1445.,Strada TRAIAN,202,2,1910,S+P+3E,0,0,1993,Alexandru PROGRESEANU,,U2
1446.,Strada TRAIAN,206,2,1940,S+P+6E,0,0,1994,Sofronie RAMIRO,,U2
1447.,Strada TRAIAN,218,2,1912,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,U3
1448.,Strada TRAIAN,222,2,1942,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,U2
1449.,Strada TRAIAN,254,2,1900,S+P+3E+Ma,0,0,1993,Mircea CONDRUT,,U3
1450.,Strada TRAIAN VASILE,65,1,1938,S+Ds+P+2E,6,611,1993,Dan POPESCU,,U2
1451.,Strada TRAIAN VASILE,71,1,1939,S+P+1E,6,247,1993,Dan POPESCU,,U3
1452.,Strada TRANSILVANIEI,28,1,1900,S+P+2E+Ma,0,0,1993,Mircea MIRONESCU,,U3
1453.,Strada TREI SCAUNE,27,2,1942,S+P+1E+Ma,0,0,1994,Mircea NEICU,,U2
1454.,Strada TUDOR ARGHEZI,12,2,1935,S+P+2E+Ma,0,0,1993,Adina SIMION,,U2
1455.,Strada TUDOR ARGHEZI,11,2,1946,S+P+7E,25,3.032,1993,Cristian BALAN,,U3
1456.,Strada TUDOR ARGHEZI,16,2,1934,S+P+6E,0,0,1993,Rodica ANGELESCU,,U2
1457.,Strada TUDOR ARGHEZI,17,2,1951,S+P+4E,0,0,1993,Adina SIMION,,U2
1458.,Strada TUDOR ARGHEZI,19,2,1910,S+P+3E,0,0,1993,Mircea NEICU,,U3
1459.,Strada TUDOR ARGHEZI,24,2,1922,S+P+1E+Ma,0,0,1993,Mircea NEICU,,U3
1460.,Strada TUDOR ARGHEZI,25,2,1911,S+P+2E,0,0,1993,Mircea NEICU,,U1
1461.,Strada TUDOR VIANU,33,1,1930,S+P+1E+Ma,0,0,1993,Victor NEDRITA,,U2
1462.,Strada TUNARI,6,2,1940,S+P+7E,0,0,1993,Radu PERJESCU,,U2
1463.,Strada TUNARI,45,2,1934,S+P+1E,0,0,1993,Adina SIMION,,U3
1464.,Strada TUNARI,73,2,1938,S+P+2E+Ma,0,0,1993,Adina SIMION,,U2
1465.,Strada TUNARI,81,2,1938,S+P+2E+Ma,0,0,1993,Adina SIMION,,U2
1466.,Strada TUNARI,83,2,1936,S+P+2E,0,0,1993,Adina SIMION,,U3
1467.,Strada TUNARI,87,2,1938,S+P+2E,0,0,1993,Adina SIMION,,U2
1468.,Strada TURTURELELOR,26 - 26A,3,1930,S+P+1E,0,0,1993,Adina SIMION,,U2
1469.,Strada TEPES VODA,16,2,1936,S+P+1E,0,0,1993,Niculaie TUDOSE,,U3
1470.,Strada TEPES VODA,72,2,1937,S+P+1E,0,0,1993,Niculaie TUDOSE,,U3
1471.,Strada TEPES VODA,78,2,1937,S+P+1E,0,0,1993,Niculaie TUDOSE,,U3
1472.,Strada TEPES VODA,146C,2,1927,S+P+1E; S+P+1E,0,0,1993,Viorel CONSTANTINESCU,,U3
1473.,Strada UIOARA,3,4,1973,S+P+10E,0,0,1993,Mihaela POPESCU,,U2
1474.,Splaiul UNIRII,2F,3,1930,S+P+3E,0,0,1994,Ion VARSA,,U1
1475.,Splaiul UNIRII,5,3,1939,S+P+8E,0,0,1993,Dan POPESCU,,U2
1476.,Splaiul UNIRII,9,3,1890,S+P+2E+Pod,0,0,1993,Dan POPESCU,,U1
1477.,Splaiul UNIRII,58,4,1920,S+P+2E,0,0,1993,Dan STANCIULESCU,,U2
1478.,Splaiul UNIRII,72,4,1932,S+P+1E,0,0,1993,Dan STANCIULESCU,,U3
1479.,Splaiul UNIRII,84,4,1900,S+P+1E+Ma,0,0,1993,Gabriel PANICOV,,U3
1480.,Splaiul UNIRII,102 - 104,4,1903,S+P,0,0,1993,Dan STANCIULESCU,,U3
1481.,Splaiul UNIRII,112,4,1912,S+P+1E; S+P,0,0,1993,Dan STANCIULESCU,,U2
1482.,Splaiul UNIRII,209,3,1940,S+P+2E,0,0,1993,Dan POPESCU,,U2
1483.,Strada UNITATII,52,3,1930,S+P,0,0,1993,Mircea CONDRUT,,U2
1484.,Strada VALERIU BRANISTE,38,3,1940,S+P,0,0,1993,Radu AGENT,,U3
1485.,Strada VANATORI,1,5,1934,S+P+8E,0,0,1995,Mihai NAVODARIU,,U2
1486.,Strada VASELOR,23,2,0,S+P+1E,0,0,1993,Mircea CONDRUT,,U3
1487.,"Strada VASELOR
 (corp C + D)",24,2,1930,S+P; S+P+1E;,0,0,1993,Dan POPESCU,,U3
1488.,Strada VASELOR,28,2,1928,S+P+1E+Ma,0,0,1993,Mircea NEICU,,U3
1489.,Strada VASELOR,30,2,1934,S+P+1E+Ma,0,0,1993,Niculaie TUDOSE,,U1
1490.,Strada VASILE CONTA,6,2,1900,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1491.,Strada VASILE CONTA,17,2,1915,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1492.,Strada VASILE CONTA,19,2,1949-1950,S+P+5E,0,0,1993,Adina SIMION,,U2
1493.,Strada VASILE CRISTESCU,11C,2,1925,S+P+2E+Ma; S+P;,0,0,1993,Dan POPESCU,,U1
1494.,Strada VASILE LASCAR,6,2,1936,S+P+7E+Ma,10,1.267,1993,Radu PERJESCU,,U1
1495.,Strada VASILE LASCAR,21,2,1937,S+P+8E,0,0,1993,Dan DUMITRESCU,,U2
1496.,Strada VASILE LASCAR,24,2,1920,S+P+4E,0,0,1993,Adina SIMION,,U3
1497.,Strada VASILE LASCAR,35,2,1946,S+P+Mz+7E,0,0,1993,Radu PERJESCU,,U1
1498.,Strada VASILE LASCAR,48 - 50,2,1935,S+P+8E,0,0,1993,Gabriela POP,,U2
1499.,Strada VASILE LASCAR,68,2,1932,S+P+4E,0,0,1993,Dan DUMITRESCU,,U3
1500.,Strada VASILE LASCAR,71C,2,1935; 1910,S+P+3E; S+P,0,0,1993,Dan DUMITRESCU,,U3
1501.,Strada VASILE LASCAR,77,2,1936,S+P+3E,0,0,1993,Dan DUMITRESCU,,U2
1502.,Strada VASILE LASCAR,79,2,1935,S+P+1E+Ma,0,0,1993,Mircea NEICU,,U3
1503.,Strada VASILE LASCAR,80,2,1935,S+P+2E+Ma,5,904,1995,Radu AGENT,,U3
1504.,Strada VASILE LASCAR,81,2,1930,S+P+2E,0,0,1993,Dan POPESCU,,U2
1505.,Strada VASILE LUCACIU,31 - 33,3,1933,S+P+2E+Ma,0,1.855,1994,Vasile GURAN,,U2
1506.,Strada VASILE LUCACIU,77,3,1930,S+P+2E,0,0,1993,Adina SIMION,,U2
1507.,Strada VASILE LUCACIU,88,3,1927,S+P+2E,0,0,1993,Adina SIMION,,U2
1508.,Strada VASILE PARVAN,14,1,1935,S+P+2E+Ma,0,0,1993,Aurel COMANESCU,,U3
1509.,Strada VASILE STROESCU,8,2,1934,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U1
1510.,Strada VASILE STROESCU,18,2,1930,S+P+3E,0,0,1993,Dan POPESCU,,U2
1511.,Strada VASILE TONEANU,17,3,1933,S+P+2E,0,0,1993,Dan POPESCU,,U2
1512.,Aleea VERGULUI,1,2,1964,S+P+10E,0,0,1993,Stefan MIHAILESCU,,U3
1513.,Aleea VERGULUI,3,2,1974,S+P+10E,0,0,1993,Stefan MIHAILESCU,,U3
1514.,Aleea VERGULUI,4,2,1975,S+P+10E,0,0,1993,Stefan MIHAILESCU,,U2
1515.,Aleea VERGULUI,5,2,1973,S+P+10E,0,0,1993,Gheorghe AFANASENCO,,U3
1516.,Aleea VERGULUI,7,2,1973,S+P+10E,0,0,1993,Gheorghe AFANASENCO,,U3
1517.,Strada VERONICA MICLE,25,1,1930,S+P+1E,0,0,1993,Dan POPESCU,,U3
1518.,Strada VERZISORI,35,4,1930,S+P,0,0,1993,Adina SIMION,,U3
1519.,Strada VERZISORI,46C,4,1920,S+P; S+P+Ma; S+P,0,0,1993,Cristian BALAN,,U2
1520.,Strada VESPASIAN,54,1,1939,S+P+4E,0,0,1994,Mircea PERJESCU,,U1
1521.,Strada VICTOR BABES,12,5,1927;1930,S+P+1E+Ma,0,0,1993,Armand NEFIAN,,U1
1522.,Intrarea VASILE PĂUN,2,5,1940,S+P+5E,0,0,1993,Mihai NAVODARIU,,U3
1523.,Soseaua VERGULUI,11,2,1975,S+P+11E,0,0,1993,Stefan.MIHAILESCU,,U3
1524.,Soseaua VERGULUI,13,2,1978,S+P+10E,0,0,1993,Mircea NEICU,,U3
1525.,Calea VICTORIEI,16 - 20,3,1890,S+P+2E; S+P+3E+Pod,0,0,1993,Emilian TITARU,,U1
1526.,Calea VICTORIEI,26,3,1822,S+P+1E,0,0,1993,Mircea NEICU,,U1
1527.,Calea VICTORIEI,54,1,1907,S+P+4E,0,1.740,1995,Mihai URSACHESCU,,U2
1528.,Calea VICTORIEI,91 - 93,1,1937,S+P+5E+M,0,10.707,1993,Dragoş BADEA,,U2
1529.,Calea VICTORIEI,115,1,1887,S+P+1E+Ma,0,2.518,1996,Anatolie CAZACLIU,,U2
1530.,Calea VICTORIEI,122,1,1936,S+P+Mz+4E,0,2.121,1996,Gabriel NICULESCU,,U2
1531.,Calea VICTORIEI,134,1,1900,S+P+2E+Ma,25,3.115,1993,Eugeniu IORDACHESCU,,U2
1532.,Calea VICTORIEI,135,1,1940,S+P+9E,0,0,1993,Mircea NEICU,,U1
1533.,Calea VICTORIEI,190,1,1895,S+P+2E+Ma,0,2.876,1996,Mihai URSACHESCU,,U3
1534.,Strada VIESPARILOR,29,2,1938,S+P+2E,0,0,1993,Dan STANCIULESCU,,U2
1535.,Soseaua VIILOR,94,5,1924,S+P+3E,0,0,1993,Mircea NEICU,,U3
1536.,Soseaua VIILOR,96,5,1926,S+P+3E,24,2.165,1993,Niculaie TUDOSE,Radiată din Lista imobilelor încadrate în clasa de risc seismic RsI conform Deciziei Civile nr.17/2010,U3
1537.,Strada VIITORULUI,10 - 12,2,1925,S+P+2E,0,0,1993,Leonid NEAGOE,,U3
1538.,Strada VIITORULUI,26A,2,1912,S+P+2E+Ma,0,0,1994,Ion LUNGU,,U3
1539.,Strada VIITORULUI,33,2,1920,S+P+1E+Ma,0,0,1993,Leonid NEAGOE,,U1
1540.,Strada VIITORULUI,70,2,1920,S+P+2E,0,0,1993,Mircea NEICU,,U3
1541.,Strada VIITORULUI,117 - 119,2,1938,S+P+3E,0,0,1993,Mircea NEICU,,U1
1542.,Strada VIITORULUI,157 - 159,2,1938,S+P+2E+Ma,0,0,1993,Emil COROIU,,U3
1543.,Strada VISARION,13,1,1932,S+P+5E,0,0,1993,Victor NEDRITA,,U3
1544.,Strada VISARION,19,1,1934,S+P+2E,0,0,1993,Eugeniu IORDACHESCU,,U3
1545.,Strada VISARION,25,1,1910,S+P+1E+Ma,0,0,1993,Gabriel NICULESCU,,U3
1546.,Strada VISINILOR,2A,2,1935,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U1
1547.,Strada VISTIERILOR,1,5,1934; 1935,S+P+2E,0,0,1993,Radu PETROVICI,,U2
1548.,Strada VITEJESCU (corp A + B),9A,4,1941,S+P; S+P+2E+Ma,0,0,1993,Adina SIMION,,U1
1548.,Strada VITEJESCU (corp A + B),9B,4,1941,S+P; S+P+2E+Ma,0,0,1993,Adina SIMION,,U3
1549.,Strada VITEJESCU,16,4,1940,S+P; S+P+1E,0,0,1993,Adina SIMION,,U2. U3
1550.,Intrarea VLADIMIR STREINU,2,2,1937,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1551.,Intrarea VLADIMIR STREINU,12,2,1937,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1552.,Strada VULTURILOR,41,3,1910,S+P+1E,0,0,1993,Dan POPESCU,,U2
1553.,Strada VULTURILOR,51,3,1936,S+P+3E,0,0,1996,Anatolie CAZACLIU,,U2
1554.,Strada VULTURILOR,55,3,1890,S+P+1E,0,0,1993,Adina SIMION,,U3
1555.,Strada WASHINGTON,5,1,1939,S+P+2E,0,0,1994,Mircea NEICU,,U2
